call_id,rep_id,rep_name,rep_region,npi,call_date,call_type,detailing_topic,outcome
CALL3000241,REP001,Alice Carter,East,1800000162,2025-11-20,Phone Call,Market Access & Formulary Update,Neutral
CALL3000242,REP005,Ethan Hunt,Northeast,1800000142,2025-02-07,In-Person,Market Access & Formulary Update,Neutral
CALL3000243,REP003,Charlie Vance,South,1800000116,2025-09-01,In-Person,Clinical Trials Data,High Interest
CALL3000244,REP004,Diana Prince,Midwest,1800000216,2025-08-20,Phone Call,Clinical Trials Data,Busy - Left Materials
CALL3000245,REP004,Diana Prince,Midwest,1800000233,2025-03-09,Email Follow-up,Efficacy Profile,High Interest
CALL3000246,REP004,Diana Prince,Midwest,1800000027,2025-01-18,Phone Call,Safety & Tolerability,High Interest
CALL3000247,REP002,Bob Mendez,West,1800000006,2025-08-31,Virtual Video,Co-pay Assistance Program,Favorable
CALL3000248,REP005,Ethan Hunt,Northeast,1800000100,2025-09-28,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000249,REP003,Charlie Vance,South,1800000160,2025-08-28,In-Person,Efficacy Profile,Busy - Left Materials
CALL3000250,REP005,Ethan Hunt,Northeast,1800000099,2025-03-01,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3000251,REP001,Alice Carter,East,1800000211,2025-09-24,Phone Call,Safety & Tolerability,Neutral
CALL3000252,REP004,Diana Prince,Midwest,1800000084,2025-06-11,In-Person,Clinical Trials Data,Neutral
CALL3000253,REP005,Ethan Hunt,Northeast,1800000026,2025-05-13,Phone Call,Co-pay Assistance Program,Favorable
CALL3000254,REP005,Ethan Hunt,Northeast,1800000068,2025-05-24,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3000255,REP004,Diana Prince,Midwest,1800000103,2025-03-31,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3000256,REP003,Charlie Vance,South,1800000025,2025-10-27,In-Person,Safety & Tolerability,Unfavorable
CALL3000257,REP002,Bob Mendez,West,1800000049,2025-05-24,Phone Call,Efficacy Profile,Neutral
CALL3000258,REP003,Charlie Vance,South,1800000231,2025-04-03,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000259,REP004,Diana Prince,Midwest,1800000174,2025-08-21,In-Person,Safety & Tolerability,Neutral
CALL3000260,REP005,Ethan Hunt,Northeast,1800000159,2025-11-06,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3000261,REP001,Alice Carter,East,1800000015,2025-02-11,Virtual Video,Efficacy Profile,High Interest
CALL3000262,REP002,Bob Mendez,West,1800000211,2025-12-11,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000263,REP001,Alice Carter,East,1800000206,2025-10-04,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000264,REP005,Ethan Hunt,Northeast,1800000165,2025-10-24,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000265,REP001,Alice Carter,East,1800000148,2025-01-30,Email Follow-up,Clinical Trials Data,Favorable
CALL3000266,REP003,Charlie Vance,South,1800000142,2025-06-02,In-Person,Efficacy Profile,Unfavorable
CALL3000267,REP001,Alice Carter,East,1800000220,2025-08-01,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000268,REP005,Ethan Hunt,Northeast,1800000198,2025-05-20,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3000269,REP001,Alice Carter,East,1800000086,2025-01-01,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3000270,REP001,Alice Carter,East,1800000240,2025-04-04,Phone Call,Co-pay Assistance Program,Favorable
CALL3000271,REP005,Ethan Hunt,Northeast,1800000134,2025-11-02,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3000272,REP005,Ethan Hunt,Northeast,1800000068,2025-01-14,Email Follow-up,Efficacy Profile,Neutral
CALL3000273,REP001,Alice Carter,East,1800000149,2025-01-14,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000274,REP004,Diana Prince,Midwest,1800000248,2025-12-14,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000275,REP002,Bob Mendez,West,1800000049,2025-09-13,Email Follow-up,Safety & Tolerability,High Interest
CALL3000276,REP005,Ethan Hunt,Northeast,1800000217,2025-01-08,Phone Call,Safety & Tolerability,Favorable
CALL3000277,REP001,Alice Carter,East,1800000030,2025-12-12,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000278,REP005,Ethan Hunt,Northeast,1800000110,2025-05-25,Email Follow-up,Efficacy Profile,Neutral
CALL3000279,REP005,Ethan Hunt,Northeast,1800000096,2025-06-12,In-Person,Safety & Tolerability,Favorable
CALL3000280,REP001,Alice Carter,East,1800000064,2025-08-19,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3000281,REP001,Alice Carter,East,1800000219,2025-06-26,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3000282,REP002,Bob Mendez,West,1800000211,2025-08-31,In-Person,Co-pay Assistance Program,High Interest
CALL3000283,REP001,Alice Carter,East,1800000124,2025-05-12,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000284,REP004,Diana Prince,Midwest,1800000138,2025-03-16,In-Person,Efficacy Profile,Favorable
CALL3000285,REP001,Alice Carter,East,1800000037,2025-02-25,Phone Call,Safety & Tolerability,Busy - Left Materials
CALL3000286,REP002,Bob Mendez,West,1800000013,2025-09-05,Email Follow-up,Clinical Trials Data,Unfavorable
CALL3000287,REP003,Charlie Vance,South,1800000183,2025-09-10,Phone Call,Clinical Trials Data,High Interest
CALL3000288,REP005,Ethan Hunt,Northeast,1800000111,2025-11-04,Email Follow-up,Safety & Tolerability,Neutral
CALL3000289,REP001,Alice Carter,East,1800000207,2025-01-14,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000290,REP002,Bob Mendez,West,1800000109,2025-06-25,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3000291,REP005,Ethan Hunt,Northeast,1800000179,2025-03-17,Virtual Video,Efficacy Profile,Neutral
CALL3000292,REP001,Alice Carter,East,1800000029,2025-01-05,In-Person,Clinical Trials Data,Unfavorable
CALL3000293,REP002,Bob Mendez,West,1800000021,2025-04-27,Phone Call,Clinical Trials Data,High Interest
CALL3000294,REP005,Ethan Hunt,Northeast,1800000016,2025-10-30,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000295,REP001,Alice Carter,East,1800000124,2025-07-29,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3000296,REP001,Alice Carter,East,1800000135,2025-09-19,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000297,REP001,Alice Carter,East,1800000108,2025-02-04,Email Follow-up,Efficacy Profile,Favorable
CALL3000298,REP003,Charlie Vance,South,1800000088,2025-12-19,In-Person,Clinical Trials Data,Neutral
CALL3000299,REP005,Ethan Hunt,Northeast,1800000068,2025-10-21,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000300,REP004,Diana Prince,Midwest,1800000245,2025-10-02,Virtual Video,Clinical Trials Data,Neutral
CALL3000301,REP001,Alice Carter,East,1800000201,2025-10-08,Virtual Video,Co-pay Assistance Program,Neutral
CALL3000302,REP003,Charlie Vance,South,1800000054,2025-05-21,In-Person,Safety & Tolerability,Unfavorable
CALL3000303,REP005,Ethan Hunt,Northeast,1800000086,2025-12-19,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3000304,REP001,Alice Carter,East,1800000015,2025-09-19,Email Follow-up,Clinical Trials Data,High Interest
CALL3000305,REP004,Diana Prince,Midwest,1800000081,2025-08-12,Email Follow-up,Safety & Tolerability,Neutral
CALL3000306,REP004,Diana Prince,Midwest,1800000149,2025-01-01,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000307,REP005,Ethan Hunt,Northeast,1800000109,2025-09-24,Virtual Video,Safety & Tolerability,High Interest
CALL3000308,REP001,Alice Carter,East,1800000120,2025-04-15,Email Follow-up,Co-pay Assistance Program,Neutral
CALL3000309,REP002,Bob Mendez,West,1800000114,2025-01-02,In-Person,Efficacy Profile,Favorable
CALL3000310,REP004,Diana Prince,Midwest,1800000208,2025-11-01,Virtual Video,Market Access & Formulary Update,Unfavorable
CALL3000311,REP004,Diana Prince,Midwest,1800000166,2025-03-11,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3000312,REP004,Diana Prince,Midwest,1800000105,2025-02-16,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3000313,REP004,Diana Prince,Midwest,1800000122,2025-11-26,Email Follow-up,Efficacy Profile,High Interest
CALL3000314,REP002,Bob Mendez,West,1800000027,2025-01-12,Email Follow-up,Safety & Tolerability,Neutral
CALL3000315,REP003,Charlie Vance,South,1800000051,2025-02-10,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3000316,REP001,Alice Carter,East,1800000140,2025-03-13,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000317,REP002,Bob Mendez,West,1800000222,2025-08-22,In-Person,Efficacy Profile,Busy - Left Materials
CALL3000318,REP005,Ethan Hunt,Northeast,1800000067,2025-07-29,Email Follow-up,Clinical Trials Data,Neutral
CALL3000319,REP004,Diana Prince,Midwest,1800000094,2025-10-05,Phone Call,Efficacy Profile,Neutral
CALL3000320,REP002,Bob Mendez,West,1800000163,2025-10-24,In-Person,Efficacy Profile,Favorable
CALL3000321,REP004,Diana Prince,Midwest,1800000069,2025-10-26,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3000322,REP003,Charlie Vance,South,1800000093,2025-08-01,Email Follow-up,Efficacy Profile,Favorable
CALL3000323,REP001,Alice Carter,East,1800000180,2025-03-24,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3000324,REP004,Diana Prince,Midwest,1800000111,2025-11-24,Phone Call,Efficacy Profile,Neutral
CALL3000325,REP003,Charlie Vance,South,1800000122,2025-12-09,Virtual Video,Efficacy Profile,Favorable
CALL3000326,REP001,Alice Carter,East,1800000179,2025-11-15,In-Person,Safety & Tolerability,Unfavorable
CALL3000327,REP004,Diana Prince,Midwest,1800000135,2025-05-04,In-Person,Safety & Tolerability,Unfavorable
CALL3000328,REP002,Bob Mendez,West,1800000148,2025-08-20,Email Follow-up,Clinical Trials Data,Favorable
CALL3000329,REP002,Bob Mendez,West,1800000199,2025-01-09,Email Follow-up,Efficacy Profile,High Interest
CALL3000330,REP002,Bob Mendez,West,1800000243,2025-07-07,In-Person,Safety & Tolerability,Favorable
CALL3000331,REP004,Diana Prince,Midwest,1800000106,2025-09-23,Phone Call,Market Access & Formulary Update,Neutral
CALL3000332,REP005,Ethan Hunt,Northeast,1800000037,2025-09-11,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000333,REP004,Diana Prince,Midwest,1800000072,2025-06-01,Email Follow-up,Safety & Tolerability,Favorable
CALL3000334,REP003,Charlie Vance,South,1800000085,2025-08-20,In-Person,Market Access & Formulary Update,Neutral
CALL3000335,REP003,Charlie Vance,South,1800000070,2025-10-17,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3000336,REP004,Diana Prince,Midwest,1800000041,2025-08-22,Email Follow-up,Efficacy Profile,Neutral
CALL3000337,REP001,Alice Carter,East,1800000236,2025-03-31,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000338,REP001,Alice Carter,East,1800000125,2025-02-16,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3000339,REP003,Charlie Vance,South,1800000070,2025-06-08,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000340,REP005,Ethan Hunt,Northeast,1800000097,2025-04-20,Virtual Video,Co-pay Assistance Program,Busy - Left Materials
CALL3000341,REP001,Alice Carter,East,1800000232,2025-01-06,Phone Call,Safety & Tolerability,Unfavorable
CALL3000342,REP003,Charlie Vance,South,1800000248,2025-06-14,Phone Call,Clinical Trials Data,High Interest
CALL3000343,REP002,Bob Mendez,West,1800000013,2025-01-19,Email Follow-up,Safety & Tolerability,High Interest
CALL3000344,REP004,Diana Prince,Midwest,1800000143,2025-01-22,In-Person,Clinical Trials Data,Unfavorable
CALL3000345,REP002,Bob Mendez,West,1800000070,2025-03-14,Virtual Video,Market Access & Formulary Update,Unfavorable
CALL3000346,REP004,Diana Prince,Midwest,1800000164,2025-08-13,Email Follow-up,Clinical Trials Data,Neutral
CALL3000347,REP002,Bob Mendez,West,1800000033,2025-11-16,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000348,REP005,Ethan Hunt,Northeast,1800000123,2025-12-26,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3000349,REP001,Alice Carter,East,1800000093,2025-09-15,Phone Call,Efficacy Profile,Unfavorable
CALL3000350,REP003,Charlie Vance,South,1800000132,2025-04-04,Phone Call,Clinical Trials Data,Neutral
CALL3000351,REP001,Alice Carter,East,1800000018,2025-09-28,In-Person,Safety & Tolerability,Neutral
CALL3000352,REP004,Diana Prince,Midwest,1800000116,2025-01-24,In-Person,Clinical Trials Data,High Interest
CALL3000353,REP004,Diana Prince,Midwest,1800000155,2025-04-20,Phone Call,Clinical Trials Data,Favorable
CALL3000354,REP005,Ethan Hunt,Northeast,1800000019,2025-01-16,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3000355,REP001,Alice Carter,East,1800000239,2025-12-17,Email Follow-up,Safety & Tolerability,High Interest
CALL3000356,REP005,Ethan Hunt,Northeast,1800000096,2025-01-19,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3000357,REP001,Alice Carter,East,1800000103,2025-05-08,Phone Call,Efficacy Profile,Neutral
CALL3000358,REP003,Charlie Vance,South,1800000100,2025-05-27,Phone Call,Market Access & Formulary Update,High Interest
CALL3000359,REP001,Alice Carter,East,1800000122,2025-06-27,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000360,REP001,Alice Carter,East,1800000019,2025-08-21,Phone Call,Co-pay Assistance Program,High Interest
CALL3000361,REP003,Charlie Vance,South,1800000152,2025-12-07,Virtual Video,Co-pay Assistance Program,Busy - Left Materials
CALL3000362,REP005,Ethan Hunt,Northeast,1800000030,2025-05-28,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3000363,REP004,Diana Prince,Midwest,1800000007,2025-02-08,Phone Call,Safety & Tolerability,Favorable
CALL3000364,REP005,Ethan Hunt,Northeast,1800000127,2025-11-02,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000365,REP005,Ethan Hunt,Northeast,1800000044,2025-11-01,In-Person,Safety & Tolerability,Favorable
CALL3000366,REP005,Ethan Hunt,Northeast,1800000173,2025-03-05,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000367,REP003,Charlie Vance,South,1800000229,2025-12-01,In-Person,Efficacy Profile,Busy - Left Materials
CALL3000368,REP003,Charlie Vance,South,1800000058,2025-03-15,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3000369,REP003,Charlie Vance,South,1800000055,2025-03-27,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000370,REP001,Alice Carter,East,1800000246,2025-11-20,Virtual Video,Co-pay Assistance Program,Busy - Left Materials
CALL3000371,REP004,Diana Prince,Midwest,1800000248,2025-03-12,Phone Call,Co-pay Assistance Program,Favorable
CALL3000372,REP003,Charlie Vance,South,1800000210,2025-09-04,Virtual Video,Safety & Tolerability,Favorable
CALL3000373,REP004,Diana Prince,Midwest,1800000074,2025-09-03,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000374,REP002,Bob Mendez,West,1800000057,2025-06-06,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3000375,REP001,Alice Carter,East,1800000198,2025-12-18,Virtual Video,Safety & Tolerability,Favorable
CALL3000376,REP002,Bob Mendez,West,1800000169,2025-08-17,Phone Call,Clinical Trials Data,High Interest
CALL3000377,REP004,Diana Prince,Midwest,1800000167,2025-07-01,Virtual Video,Co-pay Assistance Program,Neutral
CALL3000378,REP001,Alice Carter,East,1800000210,2025-08-22,Virtual Video,Efficacy Profile,Unfavorable
CALL3000379,REP005,Ethan Hunt,Northeast,1800000206,2025-12-23,In-Person,Market Access & Formulary Update,High Interest
CALL3000380,REP005,Ethan Hunt,Northeast,1800000182,2025-03-15,Phone Call,Safety & Tolerability,Neutral
CALL3000381,REP001,Alice Carter,East,1800000208,2025-03-29,Email Follow-up,Safety & Tolerability,Neutral
CALL3000382,REP005,Ethan Hunt,Northeast,1800000127,2025-07-09,Virtual Video,Safety & Tolerability,Unfavorable
CALL3000383,REP005,Ethan Hunt,Northeast,1800000059,2025-03-18,In-Person,Market Access & Formulary Update,Favorable
CALL3000384,REP005,Ethan Hunt,Northeast,1800000126,2025-05-15,In-Person,Efficacy Profile,Unfavorable
CALL3000385,REP002,Bob Mendez,West,1800000157,2025-04-29,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3000386,REP005,Ethan Hunt,Northeast,1800000095,2025-02-12,Phone Call,Co-pay Assistance Program,Neutral
CALL3000387,REP003,Charlie Vance,South,1800000198,2025-11-01,Phone Call,Co-pay Assistance Program,Neutral
CALL3000388,REP003,Charlie Vance,South,1800000037,2025-11-04,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3000389,REP002,Bob Mendez,West,1800000110,2025-10-15,Virtual Video,Safety & Tolerability,Favorable
CALL3000390,REP002,Bob Mendez,West,1800000250,2025-05-10,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3000391,REP003,Charlie Vance,South,1800000096,2025-12-20,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3000392,REP005,Ethan Hunt,Northeast,1800000088,2025-02-17,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000393,REP001,Alice Carter,East,1800000028,2025-07-19,Phone Call,Safety & Tolerability,High Interest
CALL3000394,REP002,Bob Mendez,West,1800000221,2025-08-04,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3000395,REP005,Ethan Hunt,Northeast,1800000097,2025-08-16,Phone Call,Clinical Trials Data,High Interest
CALL3000396,REP003,Charlie Vance,South,1800000123,2025-02-24,Email Follow-up,Efficacy Profile,Neutral
CALL3000397,REP005,Ethan Hunt,Northeast,1800000166,2025-02-14,Virtual Video,Safety & Tolerability,Favorable
CALL3000398,REP002,Bob Mendez,West,1800000094,2025-07-22,Virtual Video,Co-pay Assistance Program,Neutral
CALL3000399,REP001,Alice Carter,East,1800000032,2025-04-16,Phone Call,Market Access & Formulary Update,Neutral
CALL3000400,REP001,Alice Carter,East,1800000195,2025-01-29,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000401,REP001,Alice Carter,East,1800000230,2025-04-30,Email Follow-up,Safety & Tolerability,Favorable
CALL3000402,REP001,Alice Carter,East,1800000240,2025-12-05,Virtual Video,Safety & Tolerability,High Interest
CALL3000403,REP001,Alice Carter,East,1800000250,2025-08-22,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000404,REP002,Bob Mendez,West,1800000162,2025-08-09,In-Person,Clinical Trials Data,Unfavorable
CALL3000405,REP004,Diana Prince,Midwest,1800000162,2025-10-12,Email Follow-up,Clinical Trials Data,Favorable
CALL3000406,REP001,Alice Carter,East,1800000193,2025-09-04,In-Person,Market Access & Formulary Update,Unfavorable
CALL3000407,REP004,Diana Prince,Midwest,1800000207,2025-05-26,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3000408,REP005,Ethan Hunt,Northeast,1800000131,2025-08-20,Phone Call,Clinical Trials Data,Unfavorable
CALL3000409,REP001,Alice Carter,East,1800000148,2025-03-28,Phone Call,Market Access & Formulary Update,High Interest
CALL3000410,REP001,Alice Carter,East,1800000249,2025-01-10,Virtual Video,Market Access & Formulary Update,Unfavorable
CALL3000411,REP003,Charlie Vance,South,1800000149,2025-11-29,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000412,REP003,Charlie Vance,South,1800000004,2025-10-19,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3000413,REP003,Charlie Vance,South,1800000049,2025-03-07,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3000414,REP005,Ethan Hunt,Northeast,1800000191,2025-07-22,Virtual Video,Safety & Tolerability,High Interest
CALL3000415,REP001,Alice Carter,East,1800000217,2025-05-05,In-Person,Clinical Trials Data,Neutral
CALL3000416,REP002,Bob Mendez,West,1800000052,2025-03-29,Virtual Video,Market Access & Formulary Update,Busy - Left Materials
CALL3000417,REP005,Ethan Hunt,Northeast,1800000019,2025-02-20,Email Follow-up,Clinical Trials Data,Neutral
CALL3000418,REP001,Alice Carter,East,1800000019,2025-06-23,In-Person,Clinical Trials Data,Neutral
CALL3000419,REP003,Charlie Vance,South,1800000237,2025-07-31,Phone Call,Market Access & Formulary Update,Favorable
CALL3000420,REP002,Bob Mendez,West,1800000160,2025-08-01,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3000421,REP005,Ethan Hunt,Northeast,1800000039,2025-08-10,In-Person,Efficacy Profile,Unfavorable
CALL3000422,REP001,Alice Carter,East,1800000001,2025-05-25,Email Follow-up,Efficacy Profile,Favorable
CALL3000423,REP002,Bob Mendez,West,1800000042,2025-08-02,In-Person,Efficacy Profile,Unfavorable
CALL3000424,REP005,Ethan Hunt,Northeast,1800000198,2025-09-30,Phone Call,Safety & Tolerability,Unfavorable
CALL3000425,REP001,Alice Carter,East,1800000052,2025-12-22,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3000426,REP002,Bob Mendez,West,1800000031,2025-01-11,Phone Call,Safety & Tolerability,Unfavorable
CALL3000427,REP005,Ethan Hunt,Northeast,1800000136,2025-11-27,Virtual Video,Efficacy Profile,Favorable
CALL3000428,REP005,Ethan Hunt,Northeast,1800000181,2025-01-05,Phone Call,Co-pay Assistance Program,Favorable
CALL3000429,REP005,Ethan Hunt,Northeast,1800000225,2025-03-16,Virtual Video,Clinical Trials Data,High Interest
CALL3000430,REP004,Diana Prince,Midwest,1800000009,2025-02-13,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000431,REP002,Bob Mendez,West,1800000192,2025-10-14,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000432,REP001,Alice Carter,East,1800000033,2025-11-24,In-Person,Efficacy Profile,High Interest
CALL3000433,REP003,Charlie Vance,South,1800000194,2025-02-20,In-Person,Clinical Trials Data,High Interest
CALL3000434,REP005,Ethan Hunt,Northeast,1800000126,2025-09-21,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3000435,REP001,Alice Carter,East,1800000073,2025-12-12,Virtual Video,Efficacy Profile,Unfavorable
CALL3000436,REP004,Diana Prince,Midwest,1800000173,2025-08-23,Email Follow-up,Clinical Trials Data,Favorable
CALL3000437,REP001,Alice Carter,East,1800000249,2025-01-17,In-Person,Market Access & Formulary Update,Neutral
CALL3000438,REP003,Charlie Vance,South,1800000052,2025-02-09,Phone Call,Safety & Tolerability,Favorable
CALL3000439,REP002,Bob Mendez,West,1800000099,2025-06-17,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3000440,REP001,Alice Carter,East,1800000067,2025-09-04,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000441,REP004,Diana Prince,Midwest,1800000242,2025-07-13,Virtual Video,Safety & Tolerability,Favorable
CALL3000442,REP002,Bob Mendez,West,1800000250,2025-08-23,Phone Call,Efficacy Profile,Unfavorable
CALL3000443,REP003,Charlie Vance,South,1800000233,2025-06-08,Phone Call,Market Access & Formulary Update,Favorable
CALL3000444,REP001,Alice Carter,East,1800000127,2025-12-07,Phone Call,Market Access & Formulary Update,Favorable
CALL3000445,REP004,Diana Prince,Midwest,1800000003,2025-02-07,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3000446,REP005,Ethan Hunt,Northeast,1800000122,2025-12-31,Email Follow-up,Safety & Tolerability,High Interest
CALL3000447,REP004,Diana Prince,Midwest,1800000052,2025-08-27,Virtual Video,Safety & Tolerability,Neutral
CALL3000448,REP004,Diana Prince,Midwest,1800000096,2025-10-07,Phone Call,Market Access & Formulary Update,Favorable
CALL3000449,REP004,Diana Prince,Midwest,1800000054,2025-11-04,In-Person,Clinical Trials Data,High Interest
CALL3000450,REP001,Alice Carter,East,1800000211,2025-04-19,In-Person,Efficacy Profile,Favorable
CALL3000451,REP005,Ethan Hunt,Northeast,1800000083,2025-08-15,Virtual Video,Safety & Tolerability,Favorable
CALL3000452,REP002,Bob Mendez,West,1800000174,2025-06-22,Email Follow-up,Safety & Tolerability,Favorable
CALL3000453,REP003,Charlie Vance,South,1800000222,2025-03-14,Virtual Video,Safety & Tolerability,Neutral
CALL3000454,REP002,Bob Mendez,West,1800000037,2025-08-02,Phone Call,Efficacy Profile,High Interest
CALL3000455,REP001,Alice Carter,East,1800000067,2025-11-22,Phone Call,Safety & Tolerability,Favorable
CALL3000456,REP001,Alice Carter,East,1800000093,2025-07-15,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3000457,REP004,Diana Prince,Midwest,1800000108,2025-01-07,Email Follow-up,Efficacy Profile,Favorable
CALL3000458,REP003,Charlie Vance,South,1800000032,2025-09-06,Phone Call,Safety & Tolerability,Neutral
CALL3000459,REP002,Bob Mendez,West,1800000032,2025-01-15,Phone Call,Safety & Tolerability,Unfavorable
CALL3000460,REP005,Ethan Hunt,Northeast,1800000214,2025-09-20,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000461,REP002,Bob Mendez,West,1800000181,2025-02-21,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000462,REP003,Charlie Vance,South,1800000100,2025-08-10,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3000463,REP005,Ethan Hunt,Northeast,1800000122,2025-05-30,Phone Call,Efficacy Profile,High Interest
CALL3000464,REP004,Diana Prince,Midwest,1800000212,2025-08-06,Email Follow-up,Efficacy Profile,Favorable
CALL3000465,REP003,Charlie Vance,South,1800000126,2025-12-17,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3000466,REP005,Ethan Hunt,Northeast,1800000117,2025-07-13,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3000467,REP005,Ethan Hunt,Northeast,1800000041,2025-08-10,Phone Call,Market Access & Formulary Update,High Interest
CALL3000468,REP002,Bob Mendez,West,1800000141,2025-03-23,Email Follow-up,Clinical Trials Data,Neutral
CALL3000469,REP004,Diana Prince,Midwest,1800000158,2025-05-23,Virtual Video,Co-pay Assistance Program,Neutral
CALL3000470,REP003,Charlie Vance,South,1800000120,2025-07-14,Virtual Video,Co-pay Assistance Program,Neutral
CALL3000471,REP004,Diana Prince,Midwest,1800000172,2025-10-13,Virtual Video,Efficacy Profile,High Interest
CALL3000472,REP001,Alice Carter,East,1800000050,2025-09-09,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3000473,REP003,Charlie Vance,South,1800000238,2025-03-23,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3000474,REP002,Bob Mendez,West,1800000173,2025-05-16,Virtual Video,Efficacy Profile,Neutral
CALL3000475,REP004,Diana Prince,Midwest,1800000192,2025-07-07,Virtual Video,Co-pay Assistance Program,Favorable
CALL3000476,REP001,Alice Carter,East,1800000168,2025-09-10,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3000477,REP002,Bob Mendez,West,1800000097,2025-09-11,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3000478,REP002,Bob Mendez,West,1800000228,2025-01-23,In-Person,Safety & Tolerability,High Interest
CALL3000479,REP002,Bob Mendez,West,1800000010,2025-05-18,Virtual Video,Safety & Tolerability,High Interest
CALL3000480,REP004,Diana Prince,Midwest,1800000119,2025-10-17,In-Person,Efficacy Profile,High Interest
CALL3000481,REP002,Bob Mendez,West,1800000234,2025-02-15,Phone Call,Safety & Tolerability,Favorable
CALL3000482,REP002,Bob Mendez,West,1800000129,2025-10-06,Phone Call,Efficacy Profile,Unfavorable
